point_res_7,count
608845436286926847,1
608802441718136831,3
609313170170839039,17
608801862669303807,103
608796872185741311,1
608802700473139199,1
608802924885180415,2
608801972576845823,1
608801937361469439,1
608803325172776959,5
608802018026323967,1
608803322874298367,3
608797255125696511,2
608801929560063999,2
608803319636295679,2
608801931539775487,1
608802635897634815,12
609311963251474431,2
609311965315071999,3
609311978132865023,1
609311980615892991,1
608796173465026559,1
608803330658926591,2
608802892907806719,2
608802626150072319,2
608845473213579263,1
608802687990890495,3
609312357381832703,2
608801806834728959,1
608802942987796479,1
609313430419013631,2
608795766701424639,1
608803338259005439,3
608801871242461183,1
609312422460653567,1
608797264940367871,1
608797082555252735,2
609312012408717311,2
609312104750514175,1
608797227342626815,2
609313416242266111,3
608818859230625791,3
608802754042789887,1
609313406595366911,3
609312116091912191,3
608844349056221183,1
608795884544589823,1
608795931151695871,1
609312373521514495,5
609312424591359999,1
608806850518843391,1
608802032756719615,1
608799919532146687,1
608802735520743423,5
608797035864260607,1
608796200744779775,2
608802892924583935,5
608802936478236671,2
608801815592435711,7
608802932183269375,3
608803014358073343,2
609312857544196095,1
609313104823582719,9
608802238411833343,1
608802808082202623,2
608844215358586879,2
608844344123719679,1
608818858240770047,7
608803308227788799,1
608802932552368127,2
608802991507505151,4
609312256097779711,1
608796043273830399,1
608803198337023999,1
608802734547664895,1
609313163728388095,2
608802619254636543,1
609312890393985023,3
608801925499977727,1
608798024965029887,1
608802660862132223,1
609313169935958015,1
608801927261585407,1
608802734732214271,2
608796122428735487,6
608803209426763775,1
608845310038376447,1
608795789501661183,3
608802941679173631,1
608806847515721727,1
608844342177562623,1
608802749949149183,1
609312888984698879,3
609312429121208319,2
609312893229334527,4
609313417617997823,1
608803311549677567,1
608803003654209535,1
608803317086158847,1
608802434621374463,1
609312425145008127,2
608803251671793663,2
608803249557864447,1
608798189499187199,1
608796041948430335,2
608802591672893439,2
608797102151041023,1
608802248578826239,1
608797067908743167,2
608802658161000447,2
609312857862963199,5
608806850585952255,2
608802659989716991,1
608802658815311871,2
608802451818020863,1
609312821305409535,1
609312376960843775,1
608802210091892735,1
608802998520381439,1
608798010016530431,2
608807055804858367,1
609313448957837311,1
609312859104477183,1
608801914259243007,1
608802643850035199,1
608801863038402559,1
608802389205450751,2
609313431828299775,4
608803231287476223,16
609313430200909823,1
609312375954210815,3
608803196306980863,2
609312834525855743,1
608802463159418879,1
608807053405716479,1
608801809250648063,1
608801804888571903,1
608802661466111999,2
608802707368574975,1
608802003866353663,1
609312377950699519,2
608798145475772415,1
608803321246908415,1
608802661046681599,1
608802088406745087,1
608803323495055359,1
609313450048356351,1
609312330404069375,1
608807097194250239,1
608802437809045503,33
608802412844548095,1
608807058656985087,1
608802351892922367,2
608802342883557375,2
608802384642047999,2
609312894235967487,1
608798164551467007,1
608797265494015999,1
608803202279669759,2
608797059453026303,2
608818953669574655,1
609312855514152959,1
608802453780955135,4
608807136184500223,1
608803259036991487,1
608819079330922495,1
609313103330410495,8
608845309820272639,1
608796051444334591,2
608802412341231615,11
608796138920738815,1
608797051265744895,3
608802351943254015,1
608801970328698879,1
608801979942043647,1
608796123418591231,1
608802146657239039,1
608811047742078975,1
608819083542003711,1
608807121688985599,1
608845299485507583,1
608796183313252351,1
609312858617937919,1
608795789853982719,1
608795787740053503,3
608796020960133119,3
608801856696614911,3
608799919616032767,1
608802039215947775,1
608796067550461951,1
608806859477876735,2
608801799687634943,1
609312891098628095,1
609312332786434047,1
608797059016818687,1
608796118888742911,1
608797295491678207,1
608802235274493951,2
608802244501962751,9947
608818925802618879,840
609312411219918847,2242
608802644688895999,1544
608802357580398591,71
608802633716596735,49
608801835054006271,882
608819055557607423,40
608844285000810495,871
608818980127244287,2428
608818977325449215,1212
608818927161573375,78
608802668697092095,89
608818997961424895,2510
608803203370188799,80
609312273009213439,291
608819017372663807,1347
608818978264973311,1387
608819044920852479,76
608797099617681407,33
608818976922796031,1477
608818981234540543,2827
608801865504653311,12472
608819071630180351,341
608803206205538303,750
608801844650573823,1518
608802090352902143,2212
608798150357942271,112
608819087602089983,443
608801857350926335,80419
608819085387497471,767
608801859615850495,829
608801901206568959,92
608818970899775487,984
608819093558001663,169
608802639907389439,198
608801871678668799,1915
608802644588232703,875
608818971503755263,954
608819022271610879,163
608798165272887295,357
608801842670862335,722
608819085907591167,479
608801877970124799,1400
608819010779217919,714
608801811029032959,329
608803204829806591,395
608818967963762687,1341
608819093021130751,285
608802081645527039,9795
608801790896373759,2384
608801790057512959,178
608802390061088767,212
608802395715010559,73
608801820373942271,155
608801901491781631,88
608819019989909503,756
608801865236217855,117650
608801910618587135,782
608802632055652351,1346
608801832487092223,759
608801813461729279,93
608801813277179903,2771
608819022238056447,809
608798017130070015,1583
608803197464608767,329
608798169282641919,25
608845298898305023,2006
608845333677473791,688
608801803244404735,283
608818970849443839,2558
608801857317371903,286860
608819013715230719,16079
608819091829948415,2471
608801788732112895,272
608801797036834815,20623
608801794201485311,13375
609312274703712255,4059
608796868595417087,558145
609312270844952575,5443
608801801348579327,116
608802639118860287,79
608803282172772351,919
608819055574384639,715
609312294081396735,177
608818994136219647,571
608819013664899071,37214
608803219493093375,127
608801813109407743,2552
608803282139217919,294
608818926624702463,1573
608802239401689087,377
608801874899894271,1286
608845295811297279,2163
608801859867508735,34
608819093239234559,414
608798022800769023,170
608803220600389631,228
608801839281864703,2802
608803219224657919,549
608818983130365951,3329
608818994236882943,94
608801857770356735,264
608801818226458623,81
608818972007071743,650
608801865538207743,2530782
608819013916557311,5258
608801797473042431,4912
608801797909250047,801
608802584727126015,67
608819092232601599,2144
608802661667438591,54
608803285813428223,409
608801794637692927,1123
608801787742257151,3186
608818994069110783,1751
608801794453143551,179
608818977140899839,159
608801901642776575,805
608818981788188671,2995
608801835389550591,18257
608818996770242559,1208
608801790040735743,27664
608801857149599743,981
608801844080148479,1214
608802376991637503,612
608801842838634495,1470
609312890779860991,1
608801805609992191,207
608802241347846143,165
608818976520142847,1450
608803211742019583,426
608819014872858623,1667
608798052479664127,370
608801791198363647,1787
608818970631340031,3615
608803237344051199,11271
608803282122440703,731
608845333476147199,26795
608803218369019903,1309
609312252893331455,42
608802633750151167,592
608801789520642047,216
608818857771007999,576
608801842385649663,234
609312272405233663,333
608801857434812415,676
608796055219208191,1815
608803202883649535,97
608801789503864831,987
608819093306343423,1122
608797097671524351,93
608801879178084351,4
608819092182269951,754
608798163662274559,22
608802376052113407,583
608802694466895871,748
608819085353943039,1589
608801858944761855,46
608819072469041151,107
608819013010587647,652
608818994756976639,843
608818982375391231,724
608798019411771391,313
608818987391778815,225
608801857904574463,1089
608819083206459391,356
608802240190218239,129
608801861780111359,181
608803167836045311,162
608802632458305535,1694
608798175909642239,12
608802094899527679,336
608803211121262591,93
608803218402574335,346
608802694248792063,552
608802081679081471,1012
608803201239482367,285
608798034444156927,131
608802640477814783,312
608818967896653823,1921
608802248796930047,473
608802392963547135,200
608801864800010239,160
608818973349249023,1601
608819055524052991,508
608844284061286399,662
608845295660302335,146
608803201021378559,698
608801873926815743,1097
608818997508440063,538
608798185757868031,46
608802690406809599,98
608819070791319551,151
609312276901527551,84
608818994824085503,1083
608802893880885247,22
608818969003950079,469
608801868574883839,466
608802344276066303,134
608818986217373695,573
608801800845262847,649
608801843878821887,195
608798022398115839,350
608803177080291327,64
608819017456549887,278
608798063066087423,64
608819085404274687,100
608818974523654143,20
609312289836761087,26
608802635864080383,268
608818907532230655,4929
608798189834731519,883
608818995193184255,52
608798022347784191,867
608801811532349439,226
608801808109797375,41
608801819551858687,516
608819012758929407,736
608801802908860415,221
608818980714446847,52
608798050869051391,22
608818973751902207,165
608818967879876607,898
608802735755624447,122
608803197397499903,22
608819022875590655,104
608819055758934015,271
608818982543163391,2967
608801839449636863,360
608819004957523967,549
608801813948268543,80
608819018932944895,410
608801816548737023,313
608803200736165887,209
608819072569704447,468
608801925634195455,32
608803211691687935,382
608801842989629439,1619
608819017137782783,176
608819092249378815,25
608802211568287743,232
608818990529118207,42
608796047484911615,35
608818980630560767,159
609312409928073215,46
608845287120699391,5
608798042346225663,154
608802258175393791,498
608802636166070271,36
609313168694444031,163
608803211255480319,90
608818986905239551,163
608801791114477567,776
608818976016826367,92
608819080639545343,857
608802943424004095,50
608803207564492799,175
608801788514009087,38
608801865773088767,195
608802240223772671,1229
608802640125493247,222
609313452246171647,77
608796067063922687,1051
608801805777764351,348
608803269103321087,286
608801817823805439,583
608818925467074559,254
608798020753948671,52
608818994220105727,142
608819059600916479,232
608819080824094719,115
608798043822620671,460
609290389832073215,10
608803269875073023,300
608819045239619583,597
608801805677101055,476
608798061119930367,133
608802258276057087,200
608844344291491839,482
608818990076133375,13
608819083407785983,780
608796052148977663,74
608801860404379647,279
608801857468366847,195
609312407864475647,236
608819041917730815,96
608819050289561599,270
608802666096623615,130
608818993834229759,1087
608801814535471103,232
608803211540692991,244
608844345382010879,273
608818998347300863,594
608803217647599615,2
608802704415784959,351
608845332066861055,61
609312276146552831,723
608819022556823551,199
608818986049601535,31
608802082920595455,160
608801810240503807,55
608818997692989439,949
608819043176022015,110
608802629471961087,534
609313430351904767,166
608802644621787135,23
608801813159739391,243
609311978149642239,2
608819094631743487,156
608818998749954047,499
608819047420657663,189
608819087887302655,791
608845314366898175,154
608802700187926527,281
608819005611835391,255
608819091326631935,285
608802238663491583,41
608819048108523519,94
608819089917345791,92
608819004840083455,209
608801833577611263,17
608801797322047487,130
608818968618074111,429
608819017154559999,166
608803234106048511,69
608818995394510847,74
608797097302425599,74
608803199544983551,1083
608844353183416319,87
608819055591161855,254
609312373672509439,76
608801832587755519,162
608803211171594239,220
608802700506693631,120
608803314552799231,17
608818999186161663,317
608801908689207295,332
608845297908449279,94
608819005276291071,353
608803336581283839,2
608801789789077503,70
608801797087166463,67
609312121880051711,121
608819090487771135,215
608819056111255551,535
609312256567541759,13
609312292755996671,11
608802636098961407,49
608801902800404479,175
608819055339503615,11
608819089162371071,116
608802046312710143,26
608801974489448447,40
608801944542117887,546
608802242690023423,87
608803330994470911,28
608818857703899135,40
609312276599537663,194
608802364207398911,67
608818972241952767,179
608801857216708607,151
608802378619027455,24
608801894378242047,40
608802633146171391,2254
608803289235980287,224
609312271683813375,190
608803201809907711,463
608802243897982975,137
609312379947188223,27
608819003732787199,742
608818987760877567,9
609312293427085311,426
608819004085108735,7
608801880386043903,140
608802700288589823,81
608819022506491903,591
608798008171036671,185
608802639219523583,245
608819050054680575,35
608819090840092671,61
608803200803274751,98
608798021190156287,89
609313164080709631,253
608801806734065663,61
608801909377073151,70
608801807556149247,99
608803232696762367,84
608798164350140415,13
608818968467079167,452
608802082836709375,188
608802440946384895,47
609313415806058495,176
608818967712104447,4
608818982610272255,416
608803063699865599,13
608801858206564351,491
608796169555935231,8
608797951581487103,62
608801804653690879,149
608802640444260351,288
608801901877657599,145
608798039125000191,198
608803275092787199,92
608802395429797887,31
608818995662946303,26
608802090638114815,53
608798021005606911,5
608801790728601599,68
608802668613206015,6
608819011685187583,256
608795935849316351,10
608803196894183423,204
608802240106332159,190
608803279874293759,32
608801964808994815,43
608818979858808831,28
608803273700278271,20
608802788368973823,19
608801805006012415,213
608801980025929727,31
608819094547857407,161
608802641501224959,98
608802668663537663,24
608802807042015231,11
608801805945536511,83
608801806012645375,14
608795742005362687,8
608803205853216767,139
608802629488738303,233
608819094598189055,28
608796897871659007,4
608795797101740031,8
608801868088344575,28
608802991155183615,18
608796858025771007,13
608818969423380479,302
608796858562641919,19
608819079028932607,127
608802384944037887,197
608818987207229439,474
608801859062202367,1097
608801809619746815,12
608818979607150591,120
608802761709977599,54
608819022053507071,96
609312242776670207,180
608801858357559295,14
609312268663914495,6
608818991384756223,26
608819091561512959,15
608801809653301247,12
608796015188770815,4
608801817840582655,170
608798036021215231,94
609312412327215103,221
608798051959570431,102
609312272992436223,139
608801902867513343,1
608802212172267519,179
608819089934123007,57
608818993045700607,114
609312288410697727,58
608796064648003583,21
608796195325739007,7
608796055487643647,12
608818991602860031,9
608798053452742655,4
609312339228884991,482
608818994052333567,1333
608798023253753855,115
609312375467671551,184
608845332570177535,9
608802635947966463,136
608796178682740735,7
608798044997025791,60
608802584643239935,121
609313415453736959,133
608819093994209279,57
609312414541807615,237
608802440409513983,20
608801811381354495,25
608802798267531263,62
608845296029401087,241
608818968869732351,74
608801805593214975,215
608801927798456319,39
608802716747038719,54
609312078678720511,12
609313168174350335,18
608803199914082303,274
608798063418408959,192
608798165289664511,122
608802632961622015,64
608797948947464191,58
608844285671899135,62
608844285789339647,21
608819051128422399,100
608802258141839359,97
608802366690426879,117
608802230929195007,41
608802235626815487,185
608798147992354815,12
608802371522265087,43
608801807824584703,82
608801894009143295,21
608801868440666111,34
608797100741754879,17
609312345184796671,37
608802991692054527,126
609312344949915647,50
608802647490691071,164
608802709163737087,59
608802716730261503,22
608802759361167359,78
608802082719268863,214
608798190723923967,45
608819058174853119,139
608803234508701695,5
608803208453685247,52
608844374490480639,12
608845331899088895,30
609312288008044543,52
608802636065406975,185
608845333039939583,88
608802081913962495,129
608802228211286015,75
608819087501426687,275
608802432406781951,29
608802227858964479,58
608803273633169407,55
608802940622209023,47
608803275847761919,97
608803314485690367,53
608802928525836287,33
608802248075509759,209
608802706781372415,156
608801839483191295,16
608818987291115519,71
608802225476599807,50
608818969574375423,30
608801905551867903,2
608801842536644607,14
608802942249598975,87
608801805190561791,189
608802048544079871,5
608802015727845375,50
608798036574863359,107
608802584911675391,38
608802242824241151,219
608803278129463295,87
608802028344311807,50
608803163255865343,86
608818988784287743,21
608803206255869951,620
608796862169743359,18
608818999152607231,47
608798030686060543,3
608798054610370559,30
609313416326152191,42
608803279891070975,23
608798011341930495,58
608802000846454783,61
608802030055587839,53
608802632189870079,101
608818976285261823,18
608802030022033407,66
608819013547458559,168
608802999946444799,10
608801843442614271,59
608801901374341119,312
608802734799323135,100
608801873255727103,26
609312283679522815,23
608802389977202687,117
608803167299174399,189
608802718777081855,11
608845313762918399,8
608801839952953343,66
608801788715335679,36
609312317653385215,3
608819090705874943,37
608802377109078015,43
608801901760217087,552
608802629958500351,44
608802212138713087,104
608803233032306687,20
608803248719003647,79
608803163541078015,3
608819057956749311,209
609312284484829183,58
608803220466171903,6
608802212826578943,40
608801841832001535,1
608798156380962815,43
608802700859015167,109
608798011862024191,151
608798157119160319,24
608801799838629887,125
608801801080143871,83
608819021399195647,210
608801805257670655,18
608818996870905855,35
608802640259710975,7
608819045340282879,36
608802627039264767,69
608801807237382143,85
609312823754883071,6
608801974808215551,100
608798047731711999,42
608796072080310271,23
608811054536851455,4
609312823821991935,2
608802999090806783,43
608798014563155967,10
608819002977812479,33
608803215969878015,100
608818974070669311,45
608797097369534463,63
608802617946013695,82
608818974154555391,34
608819004923969535,72
608797013550563327,66
608797100087443455,122
608802017674002431,39
608818859029299199,1
608802660576919551,2
608802648950308863,1
609312835649929215,1
608801879681400831,287
608803207598047231,23
608801791936561151,115
608803197531717631,25
608803197431054335,17
608798146515959807,3
608802032169517055,35
608803314536022015,20
608798185204219903,54
608803199981191167,48
608819058745278463,6
608803351848550399,25
609313434596540415,15
609312394358816767,13
608801791953338367,9
608801888019677183,93
608819058309070847,9
608796041411559423,8
608798060448841727,112
608801879882727423,107
608819023362129919,12
609313433908674559,23
608801792523763711,69
608802627290923007,21
608797102973124607,154
608801810978701311,55
608798155223334911,127
608802735688515583,15
608845298864750591,59
608799898107641855,25
608798190707146751,208
608802631518781439,115
608801875419987967,11
608802625445429247,45
608798013506191359,25
608798051171041279,15
608801814015377407,87
608802661415780351,14
608802238546051071,27
608801878775431167,133
608844354190049279,108
608798019193667583,20
608803196793520127,28
608801805106675711,85
608802046816026623,36
608801858223341567,43
608802577764581375,14
608802081997848575,258
608797015328948223,89
608801859028647935,72
608802227674415103,51
608798185254551551,46
608819021332086783,71
608802631485227007,65
608802440845721599,38
608819012792483839,94
608803268096688127,2
608801862249873407,24
608797025848262655,42
608797068462391295,124
608802702855503871,11
608803002848903167,5
608802034400886783,82
608801788966993919,6
608797034706632703,23
608819012775706623,65
609312361643245567,7
608796054095134719,116
608802440241741823,22
608802357647507455,28
608803202061565951,59
608797048682053631,14
608818926826029055,69
608797097470197759,6
608802687504351231,58
608801942512074751,14
608802046698586111,38
608802640041607167,136
608845293361823743,16
608796523957846015,7
608819090470993919,2
608802682370523135,243
608796199419379711,25
608803339433410559,2
608795743615975423,14
608801859766845439,52
608795286235512831,16
609312344681480191,64
608798036054769663,30
608803311113469951,3
608845299854606335,238
608797068261064703,22
608797018181074943,14
608801862518308863,52
608802909030711295,3
608801857166376959,51
608797067707416575,63
608803299402973183,5
608844354005499903,34
608802091745411071,9
608796043257053183,3
608845296918593535,1
608796045874298879,53
608802029552271359,34
608818995847495679,385
608802342548013055,62
608803003100561407,6
608801799419199487,68
609312246719315967,50
608803198991335423,62
609312377564823551,36
609312239538667519,57
608802028579192831,102
608795936067420159,8
608797284116725759,2
608844370329731071,18
608803201138819071,20
608803204729143295,95
608796167559446527,16
609312291631923199,7
608801857938128895,535
608796019383074815,46
608819008145195007,51
608796052501299199,17
608803232076005375,131
608801817572147199,17
608802215326384127,26
608802034669322239,50
608802667556241407,27
608845298378211327,64
609312414390812671,86
608803204779474943,20
608798060968935423,18
608802641853546495,24
608802710271033343,5
608801806666956799,15
608803261234806783,67
608798166497624063,64
608818980412456959,405
608802655191433215,12
608845318611533823,26
608803283363954687,79
608802407475838975,101
608802709516058623,17
608818967410114559,113
608798171295907839,31
608798171816001535,90
609312360368177151,13
608802376588984319,71
608802709868380159,4
608798030467956735,42
608818977090568191,18
608801929123856383,4
608802776876580863,1
608802807562108927,18
609313406763139071,1
608802622526193663,30
608796062919950335,12
608818987794431999,7
608818972946595839,6
608795757624950783,4
608795770727956479,4
608801957427019775,21
608803322891075583,2
608796017185259519,1
608795770711179263,5
608798034041503743,3
608796033291386879,24
608818977543553023,55
608801877718466559,37
608798047698157567,20
608801962510516223,19
608798190069612543,65
608803208772452351,23
608798042312671231,74
608796050538364927,25
609313167285157887,255
608803217916035071,24
608798157169491967,6
608802046329487359,113
609312373957722111,5
608801806146863103,65
608795761248829439,46
608801960950235135,9
608797033112797183,26
608802702872281087,20
608818967678550015,16
608798061153484799,111
608801807170273279,4
608819055826042879,5
608819044652417023,22
608802590985027583,11
608802577647140863,20
608803186190319615,2
608818979019948031,87
608807118115438591,16
608803279270313983,9
609312122685358079,55
608818976369147903,146
608844347546271743,9
608802667623350271,7
608802368233930751,3
608818974473322495,63
608802936931221503,11
608802999258578943,64
608802632777072639,39
608802631300677631,6
608845309484728319,2
608802701127450623,86
608803273901604863,6
608802704482893823,28
608818997676212223,121
608819003766341631,8
608819080052342783,1
608801811012255743,17
608803310761148415,9
608803268180574207,5
608801819920957439,1
608803218956222463,18
608802395211694079,8
608818990914994175,11
608819040911097855,24
608798038672015359,26
608811047624638463,6
609312105388048383,31
608797069083148287,98
609312121259294719,8
609312394056826879,31
608811052691357695,12
608798038051258367,31
608801928872198143,5
608811054587183103,14
608797081817055231,19
608798174349361151,58
608818989975470079,94
609312858919927807,14
609312825818480639,1
608819015040630783,27
608802893830553599,2
608802969177030655,6
608801867014602751,18
608799921545412607,7
608803248752558079,16
608819090051563519,46
608801959842938879,4
608844331473698815,37
608795288433328127,5
608803309955842047,4
608802761944858623,27
608801999772712959,8
608797048212291583,405
608818990847885311,26
608802032689610751,28
608802932585922559,12
608818989052723199,31
608796161569980415,20
608798158176124927,25
608819025929043967,26
608799902251614207,30
608803250463834111,23
609312894403739647,6
608819094614966271,83
608796033610153983,5
608819080488550399,65
608802668629983231,21
608801811515572223,10
608818999622369279,127
608796897653555199,19
608802089564372991,6
608818987005902847,2
609312414256594943,20
608802017355235327,16
608802690457141247,25
608801820004843519,8
608796047937896447,13
608802704550002687,12
608798158696218623,18
608798030988050431,8
608806848438468607,15
608797068797935615,114
608796041361227775,2
609312001973288959,18
608806852347559935,5
608798026743414783,24
609312294047842303,38
608796135984726015,7
608802455307681791,127
608801844482801663,3
609313453840007167,62
608803002916012031,7
608845293630259199,13
608798028974784511,95
609312408283906047,48
608802243210117119,67
608801839617409023,7
608845309988044799,36
608797026099920895,13
609312330806722559,3
608845289335291903,10
608807124524335103,2
608802450509398015,16
608818953652797439,24
608801810072731647,108
608845297807785983,17
608797097419866111,41
609312392144224255,86
608802340685742079,4
608796055974182911,14
608796054950772735,39
608801900250267647,54
608818970195132415,44
609312339581206527,18
609313431190765567,4
608801867668914175,6
609313186562179071,10
608802717216800767,13
608802718810636287,12
608798037984149503,12
608818974188109823,10
608801862837075967,53
608802220292440063,35
608803266083422207,3
608803247779479551,9
608818928067543039,24
608818969540820991,8
608802090235461631,3
608802638850424831,74
608796073321824255,63
608845314283012095,31
608801807354822655,22
609312291665477631,24
608802992765796351,12
608802409254223871,1
609312121343180799,17
609312395768102911,36
608796928020316159,156
608798030501511167,1
609312291514482687,12
608807118098661375,2
608801876208517119,2
608844353904836607,2
608802366841421823,36
608802450526175231,29
609312283746631679,9
608801861075468287,5
608802998621044735,19
608802048678297599,52
608801873272504319,32
608803175989772287,8
608819073022689279,16
608803176543420415,1
608845331932643327,3
608798061656801279,31
608803176023326719,1
608795744488390655,15
608802713475481599,16
608802796707250175,20
609313163426398207,10
608801789319315455,58
608818988012535807,12
608803310257831935,3
608819012540825599,69
608802687437242367,12
608802704650665983,6
608818968282529791,17
608795758346371071,5
608799904298434559,44
608803355875082239,5
608802621704110079,50
608795742592565247,3
608818997776875519,25
608798035316572159,1
609313440502120447,9
608802641668997119,27
608802936461459455,57
608819092383596543,12
608798183593607167,37
608802373904629759,2
608803356244180991,1
608802640024829951,2
608819003246247935,3
608807123182157823,9
608798151314243583,10
608802377243295743,9
608801808546004991,9
608801813612724223,2
608802048695074815,83
608802378669359103,2
608801834097704959,25
608845314920546303,30
608796050924240895,12
609312413988159487,6
608802372797333503,18
609312263664304127,8
608802703962800127,54
608801862115655679,11
608803286601957375,13
608797948796469247,17
608802378199597055,3
608795764100956159,22
608796050001494015,34
608797270577512447,5
608801841261576191,9
608796185192300543,3
608798038386802687,16
608796857992216575,13
609312833754103807,22
608795270062276607,14
608797081464733695,8
608811053362446335,8
608801791047368703,13
608798184046591999,25
608798010100416511,5
608796020893024255,4
608802992212148223,8
608802017841774591,10
608798062797651967,11
608802459233550335,5
608802033847238655,3
608796857925107711,18
608796912232955903,15
608797093477220351,1
608801893019287551,30
608798054425821183,33
608803211188371455,37
608801858256895999,23
609312018247188479,5
608802091896406015,5
608803299268755455,12
608801828879990783,18
608819003481128959,32
608801802640424959,18
608802590800478207,8
608796868897406975,8
608801903672819711,1
608798062596325375,2
608797080407769087,3
608803280176283647,10
608802784124338175,5
608801868222562303,5
608797014322315263,5
608818967829544959,68
608801860018503679,33
609312104683405311,10
608798021408260095,4
608802713274155007,1
608801972056752127,6
608798172940075007,2
609312287773163519,12
608798013539745791,10
608797068730826751,537
608803273683501055,18
609312410095845375,12
608797951531155455,2
608801888858537983,16
608802355718127615,1
608818991032434687,1
608802715371307007,14
608844329695313919,11
608802789576933375,50
609312078477393919,2
609313406276599807,4
609313407954321407,2
608798060381732863,9
608803235095904255,5
608845302119530495,4
608803311717449727,6
608797058882600959,2
609312396204310527,13
608797055191613439,1
609312086144581631,2
608798038068035583,12
608802626418507775,12
608803307925798911,4
608797013768667135,7
608796210056134655,8
608801808411787263,24
608803237495046143,115
608799920672997375,31
608801842268209151,6
608810917114675199,34
608797227292295167,3
608818995159629823,10
608803249188765695,7
608819019822137343,9
608819082535370751,2
608797067673862143,6
609312152297144319,8
608797103090565119,7
608819090303221759,14
608801804938903551,379
608802443228086271,2
609312253262430207,25
608818988868173823,23
608798043940061183,7
608818986569695231,8
608802235308048383,42
608802716428271615,5
608844284346499071,2
608798060700499967,1
608802999929667583,8
608799902335500287,13
608798047580717055,59
608845312856948735,4
608796207103344639,7
608795288651431935,4
608801820189392895,26
608796210106466303,13
608797097637969919,5
608796180763115519,8
608806852381114367,1
608797026636791807,3
608799897621102591,6
608819058258739199,40
608807053690929151,4
608797034203316223,24
608798026340761599,10
608796178749849599,1
608802630008831999,26
608795792202792959,3
608802394003734527,7
608798052882317311,1
608802578972540927,11
608802378166042623,9
608796125280862207,5
608798149586190335,32
608797048111628287,3
608801900703252479,7
608798193928372223,40
608802042269401087,2
608802617560137727,35
608802933038907391,5
608802892303826943,2
608802337665843199,1
608819090169004031,9
608798175892865023,8
608802641434116095,19
608798022280675327,52
608803311381905407,20
609312263328759807,5
608798036457422847,3
608802590850809855,10
608796200728002559,13
609312343171530751,25
608801972123860991,2
608796982831480831,13
608796062232084479,35
608802749445832703,9
608803217882480639,10
608802631535558655,2
608819058107744255,12
608796086189948927,6
608845315356753919,2
608802718307319807,13
608802578821545983,14
608798175876087807,9
608802578737659903,1
609312134093864959,2
608802709415395327,5
608795915079122943,6
608819017204891647,25
608819015309066239,5
608798146113306623,13
608795759134900223,1
608796207707324415,8
608803299302309887,17
609312894554734591,1
608819003179139071,6
608802453160198143,4
608795881910566911,25
608802443546853375,2
608845289452732415,4
608802991272624127,12
609312260107534335,6
608802928458727423,8
608802661399003135,8
608802665022881791,15
608796940284461055,7
608807053573488639,3
609312239404449791,19
608802209118814207,1
608819093708996607,15
608819074415198207,35
609312239270232063,4
608802410546069503,1
608796522062020607,1
608802011483209727,3
608802450106744831,26
608802702167638015,9
608801793882718207,23
608796130699902975,1
608801862316982271,12
608802787613999103,8
608819078877937663,10
608801820038397951,2
608802787010019327,1
609312416689291263,1
608818986536140799,20
608802790768115711,4
608803325407657983,4
608802786657697791,3
608802382729445375,1
608797279905644543,4
609312341124710399,1
608798174265475071,13
608819003011366911,16
608812142807744511,1
608802933106016255,2
608802035155861503,13
608799898376077311,27
608803326565285887,2
608796054850109439,4
608796090904346623,5
608797080256774143,5
608796062349524991,6
608798053368856575,14
608798054039945215,6
608802753841463295,2
609313416057716735,90
608797090155331583,2
608811048060846079,22
608797090054668287,7
609312293997510655,3
608802695372865535,3
608796201013215231,7
608802584626462719,9
608798044778921983,2
608802369592885247,24
608802787731439615,4
608803198924226559,4
609312420329947135,1
609312379309654015,12
608796522464673791,9
609313432969150463,1
609312422712311807,1
608797013835775999,7
608797088796377087,7
608796052887175167,4
609312373789949951,2
608796053340159999,1
608803325256663039,3
609312264083734527,8
608797034454974463,1
609313165657767935,2
609312291598368767,6
608797264739041279,2
608802434537488383,2
608802395832451071,176
608797265410129919,2
608801944860884991,3
609312377933922303,13
609312078494171135,14
608798164752793599,2
608802658681094143,4
608802736963583999,7
608802733004161023,6
608802094698201087,13
609313449477931007,5
609313405739728895,3
608799921763516415,2
608796986656686079,2
608796989609476095,1
608803175033470975,3
609313430972661759,7
608803005550034943,3
608801893002510335,4
608801827219046399,14
608844331708579839,4
608803172282007551,8
608801874665013247,20
609312098811379711,3
609312292856659967,2
608797005715603455,1
608818967393337343,4
608797006118256639,11
608801839432859647,3
608803247762702335,9
608796982579822591,1
608795933634723839,4
608797095557595135,5
608797083058569215,6
609312390684606463,3
608796928993394687,8
609312253027549183,3
608802626334621695,17
608802011516764159,1
608802363553087487,7
609312078661943295,11
608806859511431167,20
608798164685684735,9
608803356395175935,24
608802790298353663,1
608802999157915647,4
608802783939788799,1
608819089112039423,1
608845312823394303,12
608802433027538943,4
608797281130381311,5
609313449494708223,1
608802887723646975,3
608798176664616959,9
608801899512070143,3
609312890695974911,4
608798028840566783,3
608845318577979391,5
608818987073011711,2
608803352452530175,3
609312274821152767,1
609313451927404543,2
608845314903769087,6
608845288949415935,5
608798147589701631,14
608818976234930175,6
608845297203806207,4
608802434554265599,3
608801819031764991,1
608844330685169663,6
608803354415464447,1
